name,lat,lon
"North Sikkiim Highway, periphery of Gangtok, Sikkim East district",27.3543,88.6428
"Nungba, Tamenglong, Manipur",24.7679,93.4108
Meluri Sub-Division in Phek District of Nagaland,25.72,94.6219
"Zunheboto, Nagaland, India",26.0101,94.5282
"Jade mine in HmawShan Village in Phakant Township of Kachin State, Myanmar",25.6566,96.3495
"Multiple places along 31A, Tarkhola area in Kalimpong district and Sevoke in WB",27.0875,88.4572
"Lower Pezielietsie(Tinpati), Kohima, Manipur",25.682,94.1076
"20 districts, with the heaviest showers in southern Bhutan, followed by western Bhutan ",27.0524,90.4997
"Aizawl, Mizoram, India",23.7348,92.7187
Siddique Nagar in Bandarban Sadar,22.202,92.2217
,26.8599,89.3943
Muhona residential area of Sylhet,24.9016,91.8771
"Bobadan' village, Ruby rich Mogoke (Moegok) town",22.9,96.48
NH-62 at Sibbari,25.2193,90.5549
"Dolma Lhakang complex, Lumla, Tawang,  Arunachal Pradesh, India",27.5748,91.8644
Baling Primary School in Trongsa,27.0971,90.4032
"Mogok, Mandalay Division",22.9231,96.5016
"Khahare Khola, Kurseong",26.8781,88.2807
"Senapati, Manipur",25.318,94.0441
Khoupum,24.7016,93.5291
Beldanga,23.9304,88.2374
"Lal Khan Bazaar, Chittagong, Chittagong Division",22.3521,91.8151
"rails between Jatinga and Longrangjao(?), Assam",25.0633,92.8025
"NH-61, 1 km before reaching Botsa",25.6703,94.1095
"Uttarpara Baganboni(?), Naikhangchhari upazila(?), Bandarban",22.0,92.3333
between Siliguri and Sevak,26.8692,88.4695
Mechi Highway at Siteni of Kolbu-9 (Kolbung??),26.8042,88.125
Lal Khan Bazaar,22.3507,91.8147
Kurseong,26.8826,88.2806
Phuentsholing-Thimphu highway,27.0674,89.5615
"National Highway-39, Dimapur-Imphal road and another under Kiphire district of Nagaland",25.705,94.04
Mokokchung,26.3186,94.5121
Ukhrul town Circular road from Rayotang to Viewland Zone II,25.1122,94.3591
"Tuting, Upper Siang , Arunachal Pradesh",28.9986,94.8885
"NH-31A at Topakhani tunnel(?) and fruit preservation factory(?) and Chisopani bridge(?), near Singtam and Gangtok and Rangpo, Sikkim",27.2319,88.497
"Jahjon ward(?), Mon town, Nagaland",26.7215,95.0283
,22.1909,92.2135
Geyzing-Jorethang road and Naya Bazar-Legship road,27.2872,88.2816
"Dawrpui Vengthar cemetary, Aizwal, Mizoram",23.7365,92.7146
Sunkosh-Dagana rd,27.0502,89.9442
"Dapchhuah, Mamit, Mizoram",23.7705,92.5217
"Suruhuto Town, Nagaland",26.1498,94.6055
"Thimphu-Paro highway near Tamchoe drupchhu, five km from Chhuzom towards Paro",27.3144,89.545
"NH 10 between Coronation Bridge and Sevoke Kalibari, West Bengal, India",26.9015,88.4719
"Kurseong, Darjeeling, West Bengal",26.8836,88.2791
Myanmar (Burma),22.1334,96.4669
"Tuensang-Shamatore(Sampurre) rd, Nagaland",26.148,94.8422
"Lalkhan Bazar in Chittagong, Cox Bazar",22.3421,91.8242
"National Highway 31A, Darjeeling Hills",27.0087,88.443
"Meghalaya, Kalaphahar kills",24.896,91.9022
"Garo Hills, Tura",25.5144,90.2167
"Hmawzizar Jade Mine in Phakant, Pha-Kant in Kachin state",25.606,96.275
"Assam-Agartala National Highway, Sonarpur in Jayantiya hills of Meghalaya",25.52,91.27
"District Shilpakala Academy, Chittagong city",22.3605,91.8236
"Wangkha, about 90 km south of the capital, Thimphu",26.7969,89.591
"Kharghuli Hills, Assam",26.1964,91.7652
"Amin Colony, Bayazid",22.3913,91.8177
8 mile in Kalimpong,27.0678,88.456
Darjeeling Hills (Lebong - 10 km from Darjeeling,27.06826195,88.28121204
between Tengnoupal-Sita junction and Tengnoupal Power Sub-Station,24.4265,94.1913
"Mahendra village, Thana Line, Tingling Garden village in Mirik",26.8352,88.1881
"(Okai Tea Garden) Mirik, Darjeeling, West Bengal",26.8992,88.1667
"Tuikual 'C', Aizawl, Mizoram",23.72988966,92.71495623
Guwahati,26.1833,91.8
"Toy Train rails between Siliguri and Darjeeling, West Bengal",26.8712,88.3052
Hingdam village in South Sikkim,27.1667,88.35
"National Rd 318, Lhasa, Tibet",29.4903,90.9352
Jorabat-Umiam route,25.9702,91.8587
"Hee-Khola, Sikkim",27.7344,88.633
"Irautar, Ilam Province, Nepal",26.7903,88.11
"Tathangchen, Gangtok, Sikkim ",27.339,88.6065
"Mao in Manipur, Phipema and Chunikhudima in Nagaland",25.4993,94.1192
Tura,25.5212,90.232
"Wayang, Khengjoi",23.9278,94.0906
Tamenglong,24.9667,93.55
"between Haflong and  Bagetar, Assam",25.1775,93.0123
NH-55 at Merry Villa,27.0161,88.2478
"between Maibang and Daotohaja, Assam",25.3056,93.1265
Gulgaon Hill area under Bahubal upazila of Habiganj district,24.3311,91.5642
Ukhrul NH 201-Jessami road,25.1941,94.4481
"Maram area in Senapati district, National Highway 39",25.4196,94.1054
"Darjeeling Heritage Railway, Darjeeling",27.0165,88.2476
 Botsa  and Chiechama,25.83,94.13
"Khongsang, Tamenglong, Manipur,",24.9926,93.4946
"Phagutar near Mahanadi, 12km from Kurseong, Siliguri district, Darjeeling",26.88211522,88.3195318
"Mizoram, India",23.4495,92.8112
Heibok Hills,24.7992,93.948
"Zar Lai, Falam, Chin",22.9167,93.6833
"Nilachal Hill, Guwahati, Assam",26.1665,91.7049
"Fazl Ali College, Mokokchung, Nagaland",26.3335,94.5512
Imphal-Ukhrul road,24.954,94.2156
"Banorupa Para in Sadar upazila, Bandarban",22.2144,92.235
"Haflong, Assam",25.1796,93.0083
"Maram-Purul Road, Karong Assembly Constituency of Senapati district, Manipur",25.4379,94.1162
between Khunkhar and Shansu village,25.6183,96.2964
"NH-39 at Piphema,  6 km towards Dimapur from Kohima in Nagaland",25.7055,94.0132
"Hoj-Potin Highway, Arunachal Pradesh, India",27.3034,93.804
"Mosing village, Upper Siang district, Arunachal Pradesh",28.3092,95.4149
Kiphire-Seyochung road near Yangzitong village,25.9466,94.6279
"Chungthang, Sikkim",27.6047,88.6463
"Thimphu-Phuentsholing Highway, between Taktikoti and Wangkha, Phuentsholing,  Chukha , Bhutan",26.8597,89.3903
National Highway 31A at Sevoke,26.8096,88.526
"rails between Mahur and Wadringdisa(?), Assam",25.2269,93.1658
"Mon, Nagaland",26.7225,95.0281
Chandel,24.3481,94.1146
Kailashpur hill,26.1468,91.6469
Shillong-Jowai(Jwai)-Badarpur National Highway(NH 44) at Sunapur village in Jaintia Hills District,25.3612,92.2845
,24.6108,92.562
National Highway 51,25.7354,90.3852
Meghalaya,25.8143,90.5763
power lines 5 km from Kohima,25.63961883,94.11112157
"Ramchandi , Hailakandi District, Assam, India",24.5308,92.5121
Legship,27.2676,88.2891
Tindharia and Rong Tong,26.8342,88.2798
three graveyards within Aizawl,23.7269,92.7265
"Thumangdrak, 18 km from Trongsa",27.256,90.5257
NH-2 between Senapati and Mao,25.3908,94.0926
Chittagong,22.3555,91.8205
"Purba Simna, Tripura",24.0896,91.4663
Pankhabari and Rohini routes in Kurseong,26.84850975,88.26181745
"Noonmati, Guwahati, Assam, India",26.1966,91.802
"Sirakhong, Ukhrul Central, Ukhrul, Manipur State, India",25.08303063,94.23757741
"between Mahur and Maigrandisa(?) or Lumding, Assam",25.4749,93.1477
Lalmati,26.1097,91.7747
"Dikhu bridge(?), Mokokchung-Tuensang road, Nagaland",26.2753,94.6654
Kalimpong,27.0771,88.482
Pamohi,26.1001,91.6849
"5 km off Sangam point on Aalo- Pangin road, Arunachal Pradesh, India",28.235,94.9612
"NH 31A at Likhuvir(?), near Teesta Bazar, 42nd Km marker(?), Kalimpong, West Bengal cutting off Sikkim and Kalimpong",26.9722,88.4481
"Darjeeling Sadar, Darjeeling West Bengal",27.04357147,88.26522126
Guwahati,26.1699,91.7986
"Naharlagun Sub-District, Papum Pare, Arunachal Pradesh",27.11610665,93.79559574
"Mahur, Assam, India",25.181453,93.118105
"Noyabosti area beside the Piyan River, Jaflong, Gowainghat upazila, Sylhet District, Bangladesh, Y:25.178619 X:92.012806",25.178619,92.012806
"Sankarsena, Nabiganj upazilla, Habiganj, Gaznaipur Union, Bangladesh",24.506937,91.588893
"Pahamrynnai, Ribhoi, Meghalaya",25.82601444,91.87113067
Bhutan,27.02099026,89.90712175
"Gussar, Upper Subansiri, Arunachal Pradesh",28.10756941,94.18315697
"Budungpara, Ragmar Upazila, Bangladesh",22.97758595,91.80439129
"NH-37, between T. Laijang and K. Sinam villages, Tamenglong district, Manipur, 795008",24.79591421,93.72386429
"Phuntsholing-Thimphu road, Bhutan",27.02856666,89.57220662
"Tlabung, Lungsen, Lunglei, Mizoram",22.90813548,92.47207294
"Khatarshnong Laitkroh, East Khasi Hills, Meghalaya",25.43807422,91.79904872
"Mawryngkneng, East Khasi Hills, Meghalaya",25.51826286,91.9630294
"Bonda, Guwahati, Assam, India",26.16066111,91.85294885
"Yangte, Kra Daadi District, Arunachal Pradesh, India",27.82743132,93.62407259
"Wangdeu-Thimphu road, Bhutan",27.51353298,89.79033898
"Aizawl-Champhai road, Champhai, Mizoram State, India",23.65637182,93.02746602
"Uthma Chara quarry, Companigonj Upazila, Bangladesh",25.092576,91.763689
"NH-52A, Naharlagun Sub-District, Papum Pare, Arunachal Pradesh, 791111",27.1071241,93.65156438
,25.481623,93.141692
"Langol Laimanai, Imphal West, Manipur",24.83507319,93.89896294
"Laptap, Papum Pare, Arunachal Pradesh, India",27.21668161,93.63051815
"NH-150, Churachandpur, Manipur, 795133",24.37169581,93.70684171
"Umiam, Ribhoi, Meghalaya",25.67836832,91.9234343
"Niti Vihar, Itanagar, Arunachal Pradesh, India",27.0844941,93.60505989
"Jaflang Mandir, Gowainghat upazila, Sylhet Division, Bangladesh",25.167803,92.019575
"Dimai village (??), Barlekha Upazila, Bangaldesh",24.70412149,92.23034662
"Phaiding, Assam, India",25.195355,93.172758
"Serchhip District, Mizoram, 796230",23.33501164,92.85410625
"Companiganj, Sylhet Division, Bangladesh",25.08734272,91.75063827
"Thanlon, Churachandpur, Manipur",24.27173018,93.28039349
"Tawang, Arunchal Pradesh",27.583849,91.876945
"Kohima, Nagaland, India",25.69111465,94.09483333
East Sikkim,27.360364,88.651914
"Kalay-Tiddim-Reed Route, near Sozan Village, Chin State, Myanmar",23.32140323,93.75079688
"Naharlagun Sub-District, Papum Pare, Arunachal Pradesh",27.14163897,93.66495709
"Itanagar- Jote-Tapiasso road, Papum Pare, Arunachal Pradesh",27.05957271,93.50102778
"a hill in Rangamati, College Gate area, Bangladesh",22.64753,92.15455
"Senki View, Itanagar, Papum Pare, Arunachal Pradesh, India",27.104022,93.61156568
"Harangajao, Assam, India",25.118398,92.853913
"Hpakant, Kachin, Myanmar (Burma)",25.61953667,96.3086022
"N. Leikul, Assam, India",25.132228,93.04681
"Civil Secretariat, Itanagar, Arunachal Pradesh, India",27.092916,93.61882043
"Jakhama, Kohima, Nagaland",25.6320357,94.10065403
"Tipra Bazar, near Cantonment area, Bangladesh",23.438189,91.125374
"Bhalukpong, Assam",26.96437841,92.78260587
"Narayanpur, Lakhimpur, Assam, 784164",26.95223279,93.85748748
"NH-54, North Thingdawl, Kolasib, Mizoram, 796075",24.0135808,92.67420963
"NH-29, Sechu (Zubza), Kohima, Nagaland, 797002",25.73318099,93.99655231
"Alongkima, Mokokchung, Nagaland",26.66354481,94.62220277
"Pirgachha Upazila, Rangpur Division, Bangladesh, পীরগাছা",25.64319355,89.45570226
"Kiruphema village, Kohima, Nagaland",25.72019272,94.03225673
"Medziphema, Dimapur, Nagaland",25.77171292,93.93507183
"Lawachara National Park, Bangladesh",24.33197035,91.8008536
"Lakshmichhari Upazila, Bangladesh",22.84756674,91.95656252
"Umsning, Ribhoi, Meghalaya State, India",25.82860033,91.876717
"Aalo, Itanagar, Papum Pare, Arunachal Pradesh",27.07671517,93.59755441
Bhutan,27.04040393,89.90633458
"Mizoram, India",23.725943,92.7178
"Peducha, Kohima, Nagaland State, India",25.73111942,93.98827528
"Ukhrul Central, Ukhrul, Manipur",25.06466676,94.27420555
"Tuensang, Nagaland",26.2632687,94.81481951
"Palin, Kurung Kumey, Arunachal Pradesh",27.6802471,93.62592773
Bhutan,27.16009861,91.6036289
"NH-37, Manipur State, India",24.82767572,93.51825
"IMC ward #18 (??), Lower Subansiri, Arunachal Pradesh",27.61790706,93.84196894
"Makhim (??), West Karbi Anglong, Assam",25.61919207,92.7094701
"Burapahar, Nagaon, Assam",26.56636244,93.13195098
"Pub Sarania Hill, Guwahati, Assam, India",26.181606,91.772042
